Timestamp,Reference Element,Element,Ratio,Ratio Sigma,Ratio SNR,Error Percentage,v0_lat,v1_lat,v2_lat,v3_lat,v0_lon,v1_lon,v2_lon,v3_lon
20230224T010129655,Mg,Na,0.37191650853889946,0.01412236539902457,26.33528435431841,3.7971870231050753,-30.8335,-33.1715,-33.0149,-30.6855,70.9084,71.0724,71.8766,71.6946
20230224T170154833,Mg,Na,0.3608521970705726,0.0098345374694423,36.69234045747511,2.7253644426388073,21.7757,19.4032,19.2759,21.6385,62.4346,62.301,63.0592,63.2074
20230224T202606463,Mg,Na,0.6967370441458733,0.018827939747565844,37.00548511878207,2.7023020960004973,0.0,-78.4085,-78.1285,0.0,0.0,59.3359,62.4686,0.0
20230224T222604309,Mg,Na,0.4878331402085747,0.009411721863866587,51.832507086876426,1.929291203923246,-71.0908,-73.3875,-73.1198,-70.8354,58.0036,58.7043,60.8882,59.9375
20230224T224308309,Mg,Na,0.3179347826086956,0.005048360680377239,62.977826414918106,1.5878604533152343,-17.6373,-19.9573,-19.8752,-17.5634,59.1105,59.1914,59.8794,59.7919
20230225T222007897,Mg,Na,0.3532695374800638,0.006294627393148138,56.12239063818244,1.7818200340875316,0.0,-14.1091,-14.058,0.0,0.0,45.9978,46.6862,0.0
20230226T041119897,Mg,Na,0.5858310626702997,0.013027840974068247,44.96762463069584,2.223822156968859,-21.3694,-23.6985,-23.6039,-21.2827,42.6902,42.7927,43.5128,43.4003
20230226T041815897,Mg,Na,0.46875,0.009954956750436499,47.08709557974188,2.1237241067597865,0.3091,-2.0431,-2.052,0.2918,42.64,42.6368,43.3242,43.3292
20230702T215017799,Mg,Na,0.6724890829694323,0.018264215801453623,36.820035980735064,2.7159126094369346,73.3305,70.475,70.4452,73.2958,-5.2518,-5.4164,-2.9531,-2.3866
20230702T215305798,Mg,Na,0.4757969303423849,0.009676214790839193,49.17180329573071,2.033685838173895,64.8,62.3478,62.3262,64.7765,-5.6562,-5.7314,-3.9495,-3.7153
20230702T234153798,Mg,Na,0.547872340425532,0.011710585671117756,46.78436722227903,2.137466122495279,88.9838,87.382,87.1727,89.6666,9.5511,-0.7951,15.8543,54.1967
20230703T014729798,Mg,Na,0.4335378323108385,0.005440934160197232,79.68077163703869,1.2550079265737955,63.6704,61.2154,61.1941,63.6473,-7.8666,-7.9399,-6.215,-5.9952
20230703T034257798,Mg,Na,0.4030075187969925,0.010399019367586184,38.75437717263704,2.580353686360005,68.3773,65.9216,65.8962,68.3491,-8.7633,-8.8637,-6.8259,-6.5092
20230703T073649798,Mg,Na,0.4493927125506073,0.01090320652695877,41.21656426845254,2.426209019962897,68.8489,66.389,66.3622,68.8192,-10.8874,-10.9964,-8.9071,-8.5703
20230703T074617799,Mg,Na,0.3835403726708075,0.0033685681001551413,113.85857767077451,0.8782825329959153,40.0457,37.1814,37.1679,40.0317,-11.6433,-11.6879,-10.6407,-10.5523
20230703T231710333,Mg,Na,0.41849380362249755,0.00787843551922442,53.11889684205926,1.8825692163249241,55.8352,53.3651,53.3449,55.8137,-19.8975,-19.9618,-18.5385,-18.3836
20230703T232022333,Mg,Na,0.32945285215366704,0.004397178683428574,74.92368990945477,1.3346913388922774,46.1079,43.6431,43.6266,46.0907,-20.1318,-20.18,-19.0163,-18.9153
20230704T030822333,Mg,Na,0.5944558521560575,0.012281043425808299,48.404344121674846,2.0659302757750058,64.3553,61.8792,61.8529,64.3266,-21.7303,-21.8291,-20.0109,-19.7487
20230704T050230333,Mg,Na,0.3647959183673469,0.008721803469579018,41.82574391176402,2.3908720000524304,73.0423,70.5624,70.5245,72.9991,-22.249,-22.444,-19.855,-19.2954
20230704T050334333,Mg,Na,0.3498985801217039,0.0070573696011502355,49.57917749761556,2.0169757758649656,69.8081,67.3288,67.2962,69.7716,-22.4975,-22.6433,-20.4099,-20.0027
20230704T071030333,Mg,Na,0.6025414754677021,0.0027077680641958927,222.5232963764327,0.44939114972858607,39.6139,37.154,37.1388,39.598,-24.5325,-24.5765,-23.5283,-23.4454
20230704T090302333,Mg,Na,0.46124031007751937,0.0076555744128074645,60.248948701469494,1.659779998743131,53.1665,50.6944,50.6746,53.1455,-25.2978,-25.3593,-24.0149,-23.8748
20230704T090334333,Mg,Na,0.5932754880694142,0.011225297376986179,52.85164999599321,1.8920885158283836,51.5463,49.0753,49.0562,51.5262,-25.3399,-25.3983,-24.1007,-23.9707
20230704T090406333,Mg,Na,0.6133333333333334,0.009038239413439288,67.85982371979942,1.4736259913216228,49.9255,47.4561,47.4377,49.9061,-25.38,-25.4354,-24.1809,-24.0599
20230704T105918333,Mg,Na,0.42797494780793316,0.008997821118328371,47.564287195725335,2.1024177149655077,55.3545,52.8804,52.8596,55.3324,-26.3047,-26.3709,-24.9555,-24.7998
20230704T145534333,Mg,Na,0.3106212424849699,0.0036018704414600682,86.23887159002179,1.1595699034119833,48.3903,45.9212,45.9037,48.3719,-28.6193,-28.6712,-27.453,-27.3404
20230705T023230205,Mg,Na,0.43042912873862155,0.009903358933596713,43.46294339372165,2.300810580041049,63.5282,61.0483,61.0243,63.5021,-34.6299,-34.7123,-32.9326,-32.695
20230705T023550205,Mg,Na,0.47581441263573543,0.008354189012169444,56.955188821155765,1.755766279943495,53.4117,50.9384,50.9203,53.3925,-34.9219,-34.9756,-33.622,-33.4883
20230705T062502205,Mg,Na,0.42392909896602665,0.011599579445176889,36.546936979020956,2.7362074161619345,67.8855,65.4041,65.3773,67.8559,-36.6395,-36.7385,-34.6637,-34.3442
20230705T062718206,Mg,Na,0.4328638497652582,0.007515442995605191,57.59658479458685,1.7362140542992468,61.011,58.1285,58.1075,60.9882,-36.8866,-36.964,-35.3365,-35.1108
20230705T062830205,Mg,Na,0.35181644359464626,0.007736392966294148,45.475513605298644,2.198985609441217,57.3694,54.8933,54.8742,57.349,-36.9856,-37.0427,-35.5528,-35.3943
20230705T082214205,Mg,Na,0.45839210155148097,0.011382474066611845,40.271745744282455,2.483130496377784,67.2357,64.755,64.7295,67.2076,-37.7613,-37.8518,-35.8286,-35.53
20230705T082542205,Mg,Na,0.39811912225705326,0.008636206652964043,46.09884156956971,2.169251907319315,56.7185,54.243,54.2246,56.699,-38.0817,-38.1352,-36.6699,-36.5192
20230705T083014205,Mg,Na,0.6136514247846255,0.007186341759019706,85.39135005852187,1.1710788028467318,42.944,40.479,40.4653,42.9297,-38.3478,-38.3852,-37.278,-37.1947
20230705T101814206,Mg,Na,0.4180722891566265,0.008860630667378926,47.18313005594408,2.11940157173617,70.2236,67.3384,67.3108,70.1921,-38.7247,-38.8479,-36.6083,-36.1734
20230705T101854205,Mg,Na,0.4017971758664955,0.010006846115487399,40.152228907032146,2.490521764844947,68.2021,65.7218,65.6959,68.1735,-38.8156,-38.9079,-36.8105,-36.4922
20230705T101958206,Mg,Na,0.5297906602254429,0.008515559621824249,62.21442673804546,1.6073442325692577,64.9671,62.0836,62.0609,64.9421,-38.9361,-39.0229,-37.1843,-36.8999
20230705T102110205,Mg,Na,0.3323863636363636,0.006892567257664172,48.22388396236068,2.0736612604254607,61.3267,58.8491,58.8287,61.3047,-39.0465,-39.1089,-37.4483,-37.2545
20230705T121638205,Mg,Na,0.5269461077844312,0.014559252653783708,36.19321130796413,2.7629490831612262,65.9308,63.4521,63.4289,65.9055,-39.9958,-40.0714,-38.1469,-37.8856
20230705T121742205,Mg,Na,0.4744318181818182,0.011974211801229002,39.6211313159772,2.52390572097761,62.6945,60.2173,60.1965,62.6721,-40.0955,-40.1589,-38.4303,-38.2224
20230705T141054206,Mg,Na,0.5316973415132925,0.014943945039815063,35.57944974347098,2.8106112017190634,74.172,71.289,71.2576,74.1351,-40.7262,-40.8823,-38.2018,-37.5748
20230705T141342205,Mg,Na,0.5194029850746269,0.013691561768231284,37.93599253810509,2.6360190760675173,65.678,63.2009,63.1787,65.6537,-41.1015,-41.1718,-39.2685,-39.0171
20230705T141526205,Mg,Na,0.38518518518518524,0.007780436347241549,49.506887273969866,2.0199209747646325,60.4173,57.9424,57.9236,60.3971,-41.2454,-41.2995,-39.6875,-39.5109
20230705T141742206,Mg,Na,0.48650732459521967,0.006710924459225071,72.49482952031292,1.3794087200657557,53.5341,50.658,50.6424,53.5175,-41.3901,-41.4395,-40.0978,-39.9567
20230705T160734205,Mg,Na,0.39090909090909093,0.011223787258338103,34.82862619466404,2.8712013916678867,75.1345,72.6581,72.6256,75.0967,-41.7976,-41.9375,-39.0622,-38.459
20230705T161022205,Mg,Na,0.47575250836120403,0.006733652786385863,70.65296109759076,1.415368845785148,66.6377,64.1625,64.1404,66.6134,-42.1769,-42.2463,-40.2825,-40.0179
20230705T161054205,Mg,Na,0.33533333333333337,0.004580802935924857,73.20405134730602,1.3660446130988637,65.0188,62.544,62.5231,64.996,-42.225,-42.2882,-40.4331,-40.199
20230705T221045364,Mg,Na,0.5793103448275863,0.007757904031119755,74.67356421318996,1.3391620053718623,44.7042,42.2297,42.2184,44.6924,-45.9106,-45.9377,-44.7913,-44.7163
20230705T221429364,Mg,Na,0.3824911868390129,0.004468133664619194,85.60424005838499,1.1681664358190273,33.326,30.8507,30.841,33.316,-46.0424,-46.0673,-45.0774,-45.0253
20230706T020141364,Mg,Na,0.456639566395664,0.01122283523366657,40.688431834571006,2.457701009627872,60.8302,58.3613,58.3474,60.8152,-47.9467,-47.974,-46.3699,-46.2203
20230706T020421364,Mg,Na,0.3704545454545454,0.007806290220413759,47.45590222687238,2.1072194460012605,52.6958,50.2259,50.2145,52.6837,-48.04,-48.0632,-46.7459,-46.6493
20230706T020629364,Mg,Na,0.5679933665008291,0.008478877074071233,66.9892205699947,1.492777481945972,46.1893,43.7185,43.7084,46.1787,-48.1072,-48.1289,-46.9611,-46.888
20230706T020805364,Mg,Na,0.398414271555996,0.006493234079884733,61.35837190749615,1.6297694494039043,41.31,38.8385,38.8291,41.3003,-48.1553,-48.1765,-47.0917,-47.0305
20230706T040037364,Mg,Na,0.4578833693304536,0.008828758283742633,51.86271439479828,1.9281674931003956,58.3387,55.8714,55.8593,58.3258,-49.1058,-49.1263,-47.63,-47.5063
20230706T040701364,Mg,Na,0.43589743589743596,0.005918140743584498,73.65445581367193,1.3576911117635024,38.8151,36.3445,36.3361,38.8064,-49.2807,-49.2994,-48.2515,-48.1975
20230706T055237364,Mg,Na,0.49299363057324846,0.013179742842106133,37.40540589291708,2.6734103697812177,77.0215,74.5583,74.535,76.9939,-50.0846,-50.1044,-46.9736,-46.3737
20230706T080349364,Mg,Na,0.42196918955123913,0.00540941429659879,78.00644698568483,1.2819453245749197,37.108,34.638,34.631,37.1008,-51.4947,-51.5089,-50.4842,-50.4377
20230706T100037364,Mg,Na,0.410201912858661,0.004307372594014503,95.23251214178103,1.0500615572455045,41.147,38.6785,38.6718,41.1401,-52.5704,-52.5815,-51.5038,-51.4532
20230706T115205364,Mg,Na,0.38662486938349006,0.007575251585573369,51.03789161534844,1.959328585782085,61.473,59.0104,59.0012,61.4631,-53.6161,-53.6142,-51.9945,-51.8698
20230706T135653364,Mg,Na,0.47754654983570644,0.008515250937548681,56.08132436002874,1.7831247949499875,41.1092,38.6407,38.6352,41.1035,-54.7745,-54.7808,-53.7038,-53.658
20230706T135725364,Mg,Na,0.4720861900097943,0.0075611855412378364,62.4354722463945,1.601653617760131,39.4823,37.0133,37.008,39.4768,-54.7806,-54.7875,-53.733,-53.6898
20230706T160141364,Mg,Na,0.3966759002770083,0.004267421322351787,92.95447304425032,1.075795459056561,20.7737,18.2977,18.2936,20.7696,-55.9592,-55.9694,-55.0729,-55.0489
20230707T033518893,Mg,Na,0.43110236220472437,0.013290542796252894,32.43677619594802,3.0829204294504433,67.075,64.6154,64.6123,67.0715,-62.7525,-62.6845,-60.7472,-60.6224
20230707T034630893,Mg,Na,0.4331983805668016,0.006146580121821454,70.47795228909003,1.4188834486821489,32.9022,30.4274,30.4259,32.9006,-62.4504,-62.4479,-61.4626,-61.4396
20230707T053815114,Mg,Na,0.3200455580865604,0.008248224960964008,38.801749418962885,2.5772033863795016,52.422,49.9563,49.9548,52.4203,-63.6163,-63.5935,-62.2908,-62.2435
20230707T073136358,Mg,Na,0.5360169491525424,0.010606527989171563,50.53651389972042,1.9787672770312164,67.0314,64.5725,64.5709,67.0296,-65.0006,-64.9217,-62.9892,-62.8764
20230707T073416358,Mg,Na,0.3605366126327557,0.004487436583060626,80.34355605017913,1.244654891022552,58.8874,56.425,56.4237,58.886,-64.8018,-64.7615,-63.2532,-63.1892
20230707T093505667,Mg,Na,0.2938856015779093,0.0060253515085800695,48.77484760174036,2.0502370569463726,50.702,48.236,48.2354,50.7014,-65.8006,-65.7762,-64.5167,-64.4777
20230707T132841084,Mg,Na,0.5038461538461538,0.011752693605975712,42.8706959219945,2.3325956775218972,58.9266,56.4644,56.4647,58.9269,-68.1225,-68.0732,-66.5634,-66.5084
20230707T132945084,Mg,Na,0.5290611028315946,0.01186335958109161,44.59622918914449,2.242342050397879,55.6703,53.2063,53.2066,55.6706,-68.0628,-68.0238,-66.6278,-66.582
20230708T051245802,Mg,Na,0.5427728613569321,0.012124442444804779,44.766830625642974,2.2337967330374022,62.2004,59.7298,59.7326,62.2033,-76.976,-76.8968,-75.2205,-75.1664
20230708T051453802,Mg,Na,0.35979729729729726,0.010002936657953838,35.969166815747485,2.7801589208960906,55.6985,53.2245,53.2269,55.701,-76.8019,-76.7513,-75.3331,-75.297
20230708T051805802,Mg,Na,0.4532828282828283,0.009401555552668136,48.21359888196245,2.074103620532915,45.9518,43.4727,43.4746,45.9538,-76.6516,-76.6231,-75.4445,-75.4228
20230708T052013802,Mg,Na,0.46260683760683763,0.009383212865088173,49.30153927638628,2.0283342359636327,39.458,36.9758,36.9776,39.4598,-76.5923,-76.5723,-75.4965,-75.4804
20230708T072147197,Mg,Na,0.4262172284644195,0.006395678939300932,66.64143596160666,1.500567905793804,29.0707,26.5808,26.5825,29.0724,-77.6193,-77.6078,-76.6363,-76.6262
20230708T075035197,Mg,Na,0.3773946360153257,0.013746980083863552,27.452912109643496,3.6426008140998856,-58.3259,-60.8267,-60.8236,-58.3229,-78.0069,-78.0586,-76.2481,-76.3251
20230708T090827418,Mg,Na,0.3830188679245283,0.011844882736196374,32.33623130384178,3.09250633013994,63.9642,61.4894,61.4927,63.9678,-79.2301,-79.1361,-77.3542,-77.2947
20230708T091035418,Mg,Na,0.42155688622754495,0.010307139580589089,40.89950300289341,2.445017485736332,57.4676,54.9891,54.9919,57.4705,-79.024,-78.9651,-77.4752,-77.4365
20230708T091627418,Mg,Na,0.4559633027522935,0.007496849558803648,60.82065528670638,1.6441782734599553,39.6179,37.1303,37.1324,39.6199,-78.7653,-78.7442,-77.6578,-77.6422
20230708T111402679,Mg,Na,0.36533084808946875,0.006881984440329394,53.08510230691292,1.8837676797126124,41.2914,38.8016,38.8039,41.2937,-79.8702,-79.8463,-78.7313,-78.7151
20230708T131448853,Mg,Na,0.4837117472852912,0.009164887376100894,52.77879884772587,1.8947001861204502,33.3018,30.8051,30.8075,33.3042,-80.9036,-80.8869,-79.8654,-79.8549
20230708T151153073,Mg,Na,0.4995744680851064,0.0075702713234493835,65.99161994863296,1.5153439190891014,36.5542,34.0561,34.0588,36.557,-82.0189,-81.9983,-80.9367,-80.9252
20230708T170024270,Mg,Na,0.39314516129032256,0.013697739003308453,28.701463883591675,3.4841428439184576,65.7802,63.2953,63.3006,65.7861,-83.76,-83.6377,-81.7159,-81.6577
20230708T170856270,Mg,Na,0.42018072289156627,0.006277205276452551,66.93754694748867,1.4939298579084208,39.861,37.3616,37.3648,39.8643,-83.142,-83.1164,-82.0076,-81.9952
20230708T171416270,Mg,Na,0.4014696058784235,0.005457335045064206,73.56513803225732,1.3593395278637466,23.6846,21.185,21.1651,23.7028,-82.419,-82.4178,-81.4366,-81.4205
20230709T084914248,Mg,Na,0.4557377049180328,0.012188922004439669,37.389500462143886,2.674547634067697,54.4204,51.9193,51.9241,54.4254,-92.0669,-92.0069,-90.5732,-90.5506
20230709T084946248,Mg,Na,0.48556876061120546,0.01376066503991063,35.286721913722204,2.8339271708067693,52.8032,50.3007,50.3054,52.808,-92.0288,-91.9741,-90.5874,-90.567
20230709T144203283,Mg,Na,0.9130434782608695,0.02451142436103949,37.24971118823014,2.6845845728757536,59.2317,56.7329,56.7383,59.2373,-95.4343,-95.3536,-93.7466,-93.7157
20230709T163524218,Mg,Na,0.4736842105263158,0.01794061381649936,26.4028987732117,3.787462916816531,73.765,71.2806,71.2896,73.7754,-97.492,-97.2084,-94.5128,-94.4063
20230709T163628218,Mg,Na,0.47193347193347196,0.015487456217280489,30.4719810220933,3.281703277758553,70.5246,68.0367,68.0445,70.5334,-97.1414,-96.9409,-94.6175,-94.5422
20230709T164012218,Mg,Na,0.4130901287553648,0.008160585933999395,50.6201554761295,1.9754976858408924,59.1929,56.6936,56.699,59.1988,-96.5121,-96.4314,-94.8247,-94.7941
20230709T164708218,Mg,Na,0.5091926458832934,0.006983704161545226,72.9115429440855,1.371524946011472,38.1912,35.6745,35.6784,38.1952,-96.1176,-96.0916,-94.9793,-94.9705
20230710T082659411,Mg,Na,0.4055793991416309,0.008287737566853292,48.93728787500957,2.0434315905574785,54.1587,51.6525,51.6563,54.1627,-104.97,-104.916,-103.48,-103.452
20230710T082907411,Mg,Na,0.44504310344827586,0.008261522317958899,53.86938221795287,1.8563420607907648,47.6989,45.186,45.1894,47.7024,-104.854,-104.817,-103.541,-103.521
20230710T090243411,Mg,Na,0.36009445100354187,0.008259663736077038,43.59674467505262,2.2937492408056563,-53.6803,-56.2043,-56.2004,-53.6766,-104.917,-104.953,-103.315,-103.376
20230710T102538610,Mg,Na,0.44164567590260284,0.00645467020824739,68.42265548103364,1.461504223958677,52.6011,50.0927,50.096,52.6045,-105.999,-105.952,-104.559,-104.532
20230710T142019118,Mg,Na,0.5262515262515263,0.00970549975562393,54.221991602914166,1.8442701391777259,57.4459,54.9403,54.943,57.4488,-108.223,-108.164,-106.614,-106.573
20230710T161443339,Mg,Na,0.3669172932330827,0.009969638477954325,36.80347026067596,2.7171350769834532,68.7624,66.2681,66.2711,68.7657,-109.707,-109.57,-107.393,-107.294
20230710T161859339,Mg,Na,0.5031982942430703,0.00819231319829181,61.42322468188751,1.6280486822029068,55.8307,53.3205,53.3227,55.833,-109.248,-109.197,-107.697,-107.657
20230710T181017514,Mg,Na,0.5929549902152641,0.014633469209362501,40.520465908104086,2.4678887016449633,76.5478,73.6557,73.6591,76.5519,-111.475,-111.116,-108.03,-107.754
20230711T075547819,Mg,Na,0.6282722513089005,0.02043569954364839,30.743858313584063,3.252682177364035,80.7727,78.2659,78.2611,80.7665,-119.354,-118.865,-114.469,-113.8
20230711T075723819,Mg,Na,0.43522267206477727,0.013832160490496516,31.464547592821823,3.1781801313047815,75.9334,73.4185,73.4151,75.9293,-118.58,-118.356,-115.191,-114.877
20230711T075931819,Mg,Na,0.7287157287157288,0.017573456385844354,41.466841395112155,2.411565401067354,69.4881,66.9634,66.9608,69.4852,-118.132,-118.025,-115.688,-115.53
20230711T080907819,Mg,Na,0.6330749354005168,0.007797058290267659,81.19407497449716,1.2316169625851363,40.5818,38.0238,38.0225,40.5805,-117.662,-117.65,-116.437,-116.406
20230711T095843759,Mg,Na,0.49601063829787234,0.012167719878862174,40.76446887633767,2.4531167155239557,66.2615,63.73,63.7272,66.2584,-119.07,-118.994,-116.908,-116.784
20230711T095915759,Mg,Na,0.4672489082969432,0.010652315301018574,43.86360101942015,2.2797945831151902,64.6532,62.1195,62.1168,64.6502,-119.023,-118.957,-116.976,-116.866
20230711T100227759,Mg,Na,0.43818181818181823,0.007236204680568822,60.55409396564688,1.6514160059389427,55.014,52.4681,52.466,55.0118,-118.845,-118.814,-117.269,-117.208
20230711T115618217,Mg,Na,0.44136191677175285,0.009815397444543137,44.966280710021344,2.2238886210064877,67.937,65.4062,65.4027,67.933,-120.192,-120.107,-117.891,-117.744
20230711T120002217,Mg,Na,0.4273972602739726,0.006583485672359866,64.91960058003302,1.5403668400072763,56.6888,54.1434,54.1408,56.6861,-119.943,-119.91,-118.304,-118.235
20230711T135145479,Mg,Na,0.49633967789165445,0.013186812043913112,37.639095502294616,2.65681198406863,76.0113,73.4916,73.4857,76.0044,-121.72,-121.518,-118.32,-117.974
20230711T174728900,Mg,Na,0.4993084370677731,0.012249176714092128,40.76261194708222,2.4532284665619417,77.6226,75.1057,75.0977,77.6131,-123.984,-123.749,-120.226,-119.776
20230712T093306589,Mg,Na,0.4485887096774194,0.008838656063501968,50.753045084512976,1.970325126964933,75.9728,73.4657,73.4539,75.959,-132.255,-132.13,-128.995,-128.587
20230712T133620060,Mg,Na,0.47058823529411764,0.008061485955433588,58.37487504111232,1.7130657655296377,54.9872,52.4537,52.4469,54.98,-133.984,-133.977,-132.458,-132.376
20230712T133932060,Mg,Na,0.4278544542032623,0.004708299220470506,90.87240087525836,1.1004441286554232,45.345,42.8003,42.7946,45.3391,-133.983,-133.983,-132.703,-132.65
20230712T134004060,Mg,Na,0.4721871049304677,0.005250689364496006,89.9285926383861,1.111993383484964,43.7393,41.1931,41.1876,43.7336,-133.985,-133.986,-132.735,-132.685
20230712T134140060,Mg,Na,0.51900826446281,0.005414012710172775,95.8638799439108,1.043145761036474,38.925,36.3742,36.369,38.9196,-133.995,-133.999,-132.823,-132.781
20230712T152916345,Mg,Na,0.3361227336122734,0.008660778276867955,38.809760839856914,2.576671379466524,70.7015,68.1905,68.1787,70.6883,-135.143,-135.103,-132.689,-132.439
20230712T153028345,Mg,Na,0.58493353028065,0.014163371546226758,41.299031686878344,2.421364276968564,67.0713,64.555,64.5447,67.0599,-135.096,-135.071,-132.968,-132.785
20230712T173027544,Mg,Na,0.42370572207084467,0.01001829909965892,42.29317949643468,2.3644474402410443,61.487,58.9637,58.9541,61.4766,-136.1,-136.093,-134.323,-134.195
20230712T174003544,Mg,Na,0.41523341523341517,0.004427391007994234,93.78738279127751,1.0662415031086707,32.5634,30.0092,30.0031,32.5572,-136.173,-136.182,-135.085,-135.046
20230712T192243767,Mg,Na,0.5221774193548386,0.01661393365398004,31.43008935934601,3.181664514430155,79.2426,76.7442,76.7213,79.2145,-137.31,-137.234,-133.395,-132.613
20230712T192555767,Mg,Na,0.6206415620641562,0.015538052123132962,39.94333119401425,2.503546825232884,69.5489,67.0364,67.0227,69.5335,-137.155,-137.14,-134.837,-134.592
20230712T193115767,Mg,Na,0.32922655715263516,0.0048076432679601475,68.47982240003508,1.4602841610165853,53.4385,50.9052,50.8964,53.4291,-137.153,-137.157,-135.691,-135.604
20230713T091207454,Mg,Na,0.49045801526717553,0.015210607176733892,32.24447318693358,3.1013066772795956,71.6742,69.1584,69.1322,71.6448,-144.094,-144.168,-141.632,-141.233
20230713T091447454,Mg,Na,0.4956772334293948,0.012704248477231651,39.01665134444902,2.5630082683717346,63.6165,61.0904,61.071,63.5954,-144.308,-144.353,-142.459,-142.253
20230713T092423454,Mg,Na,0.620843989769821,0.005729026801425489,108.36814197052516,0.9227804240401096,34.6995,32.1452,32.1337,34.6877,-144.728,-144.755,-143.632,-143.574
20230713T111150718,Mg,Na,0.4680337756332932,0.009944041825653083,47.06675452891658,2.1246419261511353,66.8293,64.3071,64.2843,66.8043,-145.248,-145.31,-143.21,-142.941
20230713T111606718,Mg,Na,0.4498432601880878,0.006270997020075648,71.73392982774233,1.3940404525464332,53.9555,51.4182,51.402,53.9385,-145.522,-145.559,-144.068,-143.945
20230713T130509918,Mg,Na,0.7268445839874411,0.019082716143286823,38.08915767177831,2.6254190460634352,81.3395,78.8375,78.7851,81.2725,-145.217,-145.561,-140.999,-139.386
20230713T150420093,Mg,Na,0.5123010130246021,0.012082569911235196,42.40000403790172,2.3584903414303726,78.143,75.6366,75.5935,78.0912,-146.574,-146.805,-143.219,-142.264
20230713T190034554,Mg,Na,0.510828025477707,0.011824220944317971,43.20183358237915,2.314716568900151,78.087,75.5828,75.5363,78.0312,-148.457,-148.737,-145.174,-144.179
20230713T205944728,Mg,Na,0.4917293233082706,0.0130102826376605,37.795437424616395,2.6458220042948724,74.8747,72.3671,72.3276,74.8289,-149.788,-149.99,-147.046,-146.384
20230713T210504728,Mg,Na,0.475583864118896,0.007707076829506781,61.707424830398544,1.620550529775756,58.7552,56.2269,56.2048,58.7316,-150.609,-150.675,-149.023,-148.843
20230713T210744728,Mg,Na,0.521412471825695,0.0074361826896042725,70.11829773287116,1.4261612622281392,50.7131,48.1759,48.1573,50.6935,-150.814,-150.865,-149.47,-149.349
20230714T105401641,Mg,Na,0.445997458703939,0.009136967187726237,48.81241768089646,2.048659024712407,51.9912,49.4801,49.458,51.9679,-158.149,-158.218,-156.838,-156.697
20230714T124615818,Mg,Na,0.6069565217391305,0.016565925076095497,36.6388546942642,2.729342956663298,69.7578,67.2733,67.2371,69.7175,-158.348,-158.527,-156.293,-155.862
20230714T145359732,Mg,Na,0.4423765211166786,0.006341117413328081,69.76318088462914,1.4334208780613802,40.5339,38.0182,37.9993,40.5144,-160.573,-160.628,-159.482,-159.389
20230714T162942279,Mg,Na,1.3435897435897437,0.0565425143137336,23.762469000488,4.20831690502979,73.6475,71.223,71.2637,73.6943,13.7022,14.3302,16.7958,16.5283
20230714T165342279,Mg,Na,0.3992773261065944,0.006946242725549566,57.48105009892305,1.7397037776432964,35.6334,33.1153,33.0973,35.6147,-161.755,-161.805,-160.725,-160.644
20230714T184109478,Mg,Na,0.5130434782608696,0.006319412250192774,81.18531565102738,1.2317498453765576,67.9053,65.4298,65.3958,67.8678,-161.654,-161.816,-159.768,-159.398
20230714T204156677,Mg,Na,0.5855855855855856,0.015221772290753593,38.470263146775444,2.599410345036383,59.7178,57.2345,57.2081,59.6895,-163.193,-163.293,-161.701,-161.49
20230715T123101531,Mg,Na,0.4761904761904762,0.008849277518739491,53.81122641730708,1.8583482789352932,46.7728,44.2799,44.2616,46.7537,-172.344,-172.4,-171.179,-171.072
20230715T123445531,Mg,Na,0.6712598425196851,0.011343874195179904,59.173773524825265,1.6899378566426366,35.4509,32.9437,32.9278,35.4345,-172.594,-172.64,-171.577,-171.502
20230715T182626170,Mg,Na,0.3965702036441586,0.008218131193524388,48.25552115262442,2.0723017306914198,43.5128,41.0146,40.9978,43.4953,-175.67,-175.719,-174.553,-174.46
20230715T221928570,Mg,Na,0.4891385767790262,0.006642256544655274,73.64042227074383,1.3579498448874106,53.1925,50.7075,50.6885,53.1723,-177.6,-177.66,-176.296,-176.163
20230715T222416570,Mg,Na,0.5290556900726393,0.0057872048221229485,91.41817273344115,1.093874412602644,38.6245,36.12,36.1044,38.6082,-177.925,-177.969,-176.869,-176.791
20230716T121034180,Mg,Na,0.5327188940092167,0.00851587082330396,62.55600925173899,1.5985674469350855,40.1987,37.6962,37.6811,40.1831,174.679,174.637,175.756,175.835
20230716T124234180,Mg,Na,0.49600000000000005,0.009466333981008698,52.39620754930813,1.9085350768162697,-56.1905,-58.7374,-58.7619,-56.2133,172.316,172.133,173.95,174.013
20230716T160513669,Mg,Na,0.42951127819548873,0.007635306354324703,56.25331299931533,1.7776730768055762,44.9486,42.4548,42.4386,44.9318,172.675,172.628,173.814,173.907
20230716T164025669,Mg,Na,0.36026936026936024,0.010461008240046253,34.439257861416934,2.90366303485396,-61.0996,-63.6449,-63.6738,-61.1262,169.804,169.552,171.674,171.755
20230716T174824870,Mg,Na,0.5009487666034156,0.01632560800698836,30.684845941969137,3.258937658970782,89.2082,88.0436,87.7474,89.5933,-158.595,-176.842,-156.721,-83.9094
20230716T214928356,Mg,Na,0.6222664015904572,0.01622241529221929,38.358431243522226,2.6069887833822056,75.6813,73.2404,73.2013,75.636,170.932,170.677,173.476,174.18
